order_id,order_date,ship_date,ship_mode,customer_id
ORD-03964,2024-01-16,2024-01-18,Standard Class,C0367
ORD-03965,2022-03-28,2022-03-31,Standard Class,C0263
ORD-03966,2024-03-01,2024-03-03,Standard Class,C0484
ORD-03967,2022-10-31,2022-11-02,Standard Class,C0300
ORD-03968,2022-05-10,2022-05-17,Standard Class,C0417
ORD-03969,2023-08-19,2023-08-24,Standard Class,C0113
ORD-03970,2023-07-12,2023-07-16,First Class,C0448
ORD-03971,2024-06-17,2024-06-21,Standard Class,C0164
ORD-03972,2022-03-19,2022-03-25,Standard Class,C0004
ORD-03973,2024-02-23,2024-02-26,Standard Class,C0118
ORD-03974,2023-11-05,2023-11-07,Standard Class,C0023
ORD-03975,2022-08-26,2022-08-31,First Class,C0409
ORD-03976,2022-10-05,2022-10-09,Standard Class,C0233
ORD-03977,2024-11-07,2024-11-10,Standard Class,C0090
ORD-03978,2023-06-08,2023-06-11,Standard Class,C0476
ORD-03979,2022-06-29,2022-07-02,Standard Class,C0255
ORD-03980,2022-05-03,2022-05-09,Second Class,C0092
ORD-03981,2024-12-10,2024-12-13,Standard Class,C0469
ORD-03982,2024-12-30,2025-01-05,Standard Class,C0458
ORD-03983,2023-04-25,2023-05-01,Standard Class,C0155
ORD-03984,2024-11-08,2024-11-12,Standard Class,C0307
ORD-03985,2022-03-25,2022-03-28,Standard Class,C0115
ORD-03986,2023-07-19,2023-07-22,Standard Class,C0207
ORD-03987,2023-09-11,2023-09-12,First Class,C0081
ORD-03988,2022-12-23,2022-12-25,Standard Class,C0103
ORD-03989,2024-03-26,2024-03-30,First Class,C0483
ORD-03990,2023-10-09,2023-10-12,Standard Class,C0453
ORD-03991,2023-03-19,2023-03-21,Second Class,C0080
ORD-03992,2024-12-28,2024-12-30,Standard Class,C0407
ORD-03993,2023-06-07,2023-06-13,Second Class,C0103
ORD-03994,2022-05-23,2022-05-26,Standard Class,C0240
ORD-03995,2022-07-11,2022-07-17,Standard Class,C0265
ORD-03996,2023-01-13,2023-01-16,Second Class,C0033
ORD-03997,2023-08-04,2023-08-07,Standard Class,C0035
ORD-03998,2023-06-19,2023-06-20,Standard Class,C0249
ORD-03999,2024-10-29,2024-11-01,Standard Class,C0488
ORD-04000,2022-04-03,2022-04-07,Standard Class,C0050
ORD-04001,2023-06-13,2023-06-15,Standard Class,C0280
ORD-04002,2023-02-09,2023-02-12,Standard Class,C0472
ORD-04003,2024-04-19,2024-04-23,Standard Class,C0242
ORD-04004,2024-06-07,2024-06-11,Standard Class,C0152
ORD-04005,2023-02-26,2023-03-02,Standard Class,C0147
ORD-04006,2023-04-17,2023-04-20,Standard Class,C0039
ORD-04007,2024-06-11,2024-06-14,Standard Class,C0189
ORD-04008,2023-07-01,2023-07-08,First Class,C0025
ORD-04009,2023-09-23,2023-09-28,Standard Class,C0244
ORD-04010,2024-11-03,2024-11-09,First Class,C0223
ORD-04011,2024-02-17,2024-02-20,Second Class,C0230
ORD-04012,2022-12-30,2023-01-03,First Class,C0153
ORD-04013,2022-04-29,2022-05-03,First Class,C0411
ORD-04014,2023-06-30,2023-07-02,Second Class,C0288
ORD-04015,2023-06-06,2023-06-11,Standard Class,C0395
ORD-04016,2023-09-26,2023-09-30,Standard Class,C0453
ORD-04017,2024-08-20,2024-08-22,Standard Class,C0108
ORD-04018,2024-08-15,2024-08-17,Same Day,C0033
ORD-04019,2024-06-01,2024-06-06,Same Day,C0403
ORD-04020,2024-02-19,2024-02-21,Second Class,C0363
ORD-04021,2024-05-20,2024-05-22,First Class,C0111
ORD-04022,2023-05-31,2023-06-03,First Class,C0121
ORD-04023,2024-07-26,2024-07-28,Standard Class,C0016
ORD-04024,2024-05-15,2024-05-21,Second Class,C0227
ORD-04025,2022-04-16,2022-04-19,Standard Class,C0011
ORD-04026,2022-08-02,2022-08-05,Standard Class,C0203
ORD-04027,2024-04-29,2024-05-05,Standard Class,C0202
ORD-04028,2022-07-16,2022-07-19,Standard Class,C0098
ORD-04029,2022-01-19,2022-01-22,Second Class,C0116
ORD-04030,2023-10-04,2023-10-08,Standard Class,C0453
ORD-04031,2024-11-01,2024-11-04,First Class,C0471
ORD-04032,2022-11-26,2022-11-29,Standard Class,C0439
ORD-04033,2024-05-15,2024-05-19,Standard Class,C0281
ORD-04034,2024-02-13,2024-02-18,First Class,C0349
ORD-04035,2023-01-27,2023-01-31,Second Class,C0232
ORD-04036,2023-09-29,2023-10-06,Standard Class,C0461
ORD-04037,2022-11-03,2022-11-07,Standard Class,C0111
ORD-04038,2024-06-13,2024-06-17,Standard Class,C0352
ORD-04039,2023-10-14,2023-10-19,First Class,C0418
ORD-04040,2024-04-20,2024-04-21,Second Class,C0012
ORD-04041,2024-10-22,2024-10-25,Standard Class,C0472
ORD-04042,2023-06-04,2023-06-08,Standard Class,C0488
ORD-04043,2023-09-28,2023-10-01,First Class,C0021
ORD-04044,2024-01-10,2024-01-12,Second Class,C0127
ORD-04045,2023-04-14,2023-04-17,First Class,C0285
ORD-04046,2022-07-31,2022-08-03,Standard Class,C0435
ORD-04047,2024-10-28,2024-10-31,First Class,C0121
ORD-04048,2024-03-14,2024-03-19,Second Class,C0124
ORD-04049,2023-04-22,2023-04-28,Second Class,C0407
ORD-04050,2024-05-23,2024-05-27,Standard Class,C0033
ORD-04051,2023-04-05,2023-04-10,First Class,C0392
ORD-04052,2022-09-10,2022-09-13,Second Class,C0170
ORD-04053,2024-01-22,2024-01-25,First Class,C0077
ORD-04054,2024-09-07,2024-09-10,Standard Class,C0453
ORD-04055,2024-05-03,2024-05-07,Standard Class,C0297
ORD-04056,2022-08-24,2022-08-26,Standard Class,C0330
ORD-04057,2023-04-23,2023-04-26,Standard Class,C0063
ORD-04058,2023-11-10,2023-11-14,Standard Class,C0270
ORD-04059,2024-11-09,2024-11-12,Standard Class,C0216
ORD-04060,2022-08-04,2022-08-10,Standard Class,C0190
ORD-04061,2024-05-04,2024-05-08,First Class,C0075
ORD-04062,2022-05-15,2022-05-17,Standard Class,C0174
ORD-04063,2024-06-23,2024-06-26,Standard Class,C0067
ORD-04064,2023-02-14,2023-02-18,First Class,C0093
ORD-04065,2022-03-27,2022-03-30,Standard Class,C0053
ORD-04066,2023-07-10,2023-07-12,Standard Class,C0496
ORD-04067,2023-01-13,2023-01-16,Standard Class,C0436
ORD-04068,2024-12-10,2024-12-16,Standard Class,C0094
ORD-04069,2022-08-30,2022-09-02,Standard Class,C0113
ORD-04070,2024-07-08,2024-07-14,Standard Class,C0229
ORD-04071,2022-09-23,2022-09-28,Same Day,C0250
ORD-04072,2023-12-13,2023-12-15,Standard Class,C0391
ORD-04073,2022-03-11,2022-03-15,Standard Class,C0209
ORD-04074,2022-02-26,2022-03-01,Second Class,C0468
ORD-04075,2022-02-08,2022-02-10,Standard Class,C0182
ORD-04076,2024-03-11,2024-03-15,Standard Class,C0267
ORD-04077,2024-11-07,2024-11-11,First Class,C0492
ORD-04078,2024-01-02,2024-01-04,Standard Class,C0281
ORD-04079,2024-04-04,2024-04-10,First Class,C0443
ORD-04080,2024-01-26,2024-01-30,Standard Class,C0472
ORD-04081,2022-12-18,2022-12-24,Second Class,C0450
ORD-04082,2022-10-10,2022-10-13,Standard Class,C0155
ORD-04083,2022-04-20,2022-04-26,Standard Class,C0083
ORD-04084,2024-10-13,2024-10-16,Second Class,C0186
ORD-04085,2023-06-28,2023-06-30,Same Day,C0349
ORD-04086,2022-01-25,2022-01-29,Second Class,C0485
ORD-04087,2024-04-22,2024-04-26,Second Class,C0139
ORD-04088,2024-03-01,2024-03-04,Same Day,C0055
ORD-04089,2024-01-08,2024-01-11,Standard Class,C0019
ORD-04090,2022-02-26,2022-02-27,Standard Class,C0348
ORD-04091,2022-06-29,2022-07-03,Standard Class,C0423
ORD-04092,2022-08-20,2022-08-23,Second Class,C0469
ORD-04093,2022-12-09,2022-12-12,First Class,C0346
ORD-04094,2023-04-22,2023-04-25,Second Class,C0470
ORD-04095,2023-07-30,2023-08-05,First Class,C0454
ORD-04096,2023-03-31,2023-04-04,Second Class,C0267
ORD-04097,2022-10-16,2022-10-20,Standard Class,C0142
ORD-04098,2022-09-15,2022-09-21,Standard Class,C0316
ORD-04099,2023-06-14,2023-06-17,First Class,C0164
ORD-04100,2023-11-18,2023-11-19,Standard Class,C0252
ORD-04101,2024-07-17,2024-07-18,Standard Class,C0232
ORD-04102,2022-08-17,2022-08-21,Standard Class,C0297
ORD-04103,2023-08-19,2023-08-21,Standard Class,C0386
ORD-04104,2023-03-11,2023-03-14,Second Class,C0441
ORD-04105,2024-05-31,2024-06-02,Standard Class,C0363
ORD-04106,2024-10-17,2024-10-19,First Class,C0060
ORD-04107,2023-02-06,2023-02-09,Standard Class,C0404
ORD-04108,2023-09-14,2023-09-21,Second Class,C0022
ORD-04109,2022-03-29,2022-04-02,Second Class,C0384
ORD-04110,2023-08-07,2023-08-13,Second Class,C0126
ORD-04111,2022-11-05,2022-11-11,First Class,C0103
ORD-04112,2024-06-24,2024-06-26,Standard Class,C0388
ORD-04113,2022-12-09,2022-12-12,Standard Class,C0440
ORD-04114,2023-03-12,2023-03-16,Standard Class,C0221
ORD-04115,2022-06-26,2022-07-01,First Class,C0110
ORD-04116,2022-05-19,2022-05-22,Same Day,C0058
ORD-04117,2022-07-13,2022-07-20,Standard Class,C0472
ORD-04118,2024-07-31,2024-08-01,Second Class,C0065
ORD-04119,2023-06-09,2023-06-11,Standard Class,C0472
ORD-04120,2024-12-01,2024-12-05,Standard Class,C0058
ORD-04121,2024-07-03,2024-07-06,Second Class,C0158
ORD-04122,2022-07-29,2022-07-31,Standard Class,C0076
ORD-04123,2024-01-11,2024-01-14,Standard Class,C0019
ORD-04124,2024-05-11,2024-05-12,Second Class,C0384
ORD-04125,2024-08-11,2024-08-15,Second Class,C0485
ORD-04126,2024-04-12,2024-04-17,Standard Class,C0190
ORD-04127,2022-05-20,2022-05-25,Second Class,C0250
ORD-04128,2024-03-02,2024-03-06,Standard Class,C0360
ORD-04129,2023-06-30,2023-07-03,Standard Class,C0363
ORD-04130,2024-10-13,2024-10-16,Second Class,C0374
ORD-04131,2022-02-26,2022-02-28,Standard Class,C0452
ORD-04132,2022-04-22,2022-04-25,Standard Class,C0079
ORD-04133,2022-01-05,2022-01-07,Standard Class,C0084
ORD-04134,2024-11-02,2024-11-07,First Class,C0172
ORD-04135,2022-03-31,2022-04-06,Standard Class,C0212
ORD-04136,2023-09-08,2023-09-11,Standard Class,C0374
ORD-04137,2024-06-09,2024-06-13,Standard Class,C0445
ORD-04138,2023-11-29,2023-12-01,Standard Class,C0149
ORD-04139,2024-06-16,2024-06-20,Standard Class,C0010
ORD-04140,2024-08-28,2024-09-01,Standard Class,C0030
ORD-04141,2023-10-30,2023-11-02,First Class,C0280
ORD-04142,2023-08-17,2023-08-19,Second Class,C0432
ORD-04143,2023-08-12,2023-08-17,Second Class,C0055
ORD-04144,2023-04-30,2023-05-04,Standard Class,C0360
ORD-04145,2024-09-08,2024-09-13,Standard Class,C0127
ORD-04146,2024-08-29,2024-09-03,Standard Class,C0180
ORD-04147,2023-10-01,2023-10-08,Standard Class,C0232
ORD-04148,2024-09-23,2024-09-25,Standard Class,C0381
ORD-04149,2022-10-09,2022-10-11,Second Class,C0422
ORD-04150,2024-09-12,2024-09-15,Standard Class,C0451
ORD-04151,2022-01-16,2022-01-18,Standard Class,C0093
ORD-04152,2024-07-24,2024-07-27,Standard Class,C0008
ORD-04153,2022-09-11,2022-09-15,Standard Class,C0413
ORD-04154,2022-11-25,2022-11-28,First Class,C0247
ORD-04155,2023-06-28,2023-06-30,Standard Class,C0394
ORD-04156,2024-02-22,2024-02-28,First Class,C0453
ORD-04157,2024-09-23,2024-09-24,Standard Class,C0331
ORD-04158,2024-04-24,2024-04-27,First Class,C0196
ORD-04159,2023-01-01,2023-01-05,Standard Class,C0433
ORD-04160,2023-10-17,2023-10-21,First Class,C0442
ORD-04161,2024-01-30,2024-02-02,Standard Class,C0163
ORD-04162,2023-10-01,2023-10-02,Standard Class,C0434
ORD-04163,2024-11-29,2024-12-03,Standard Class,C0040
ORD-04164,2024-07-12,2024-07-14,Standard Class,C0254
ORD-04165,2023-02-20,2023-02-22,Standard Class,C0396
ORD-04166,2022-09-12,2022-09-16,Second Class,C0085
ORD-04167,2023-12-11,2023-12-14,Standard Class,C0272
ORD-04168,2023-07-31,2023-08-03,Standard Class,C0078
ORD-04169,2024-06-18,2024-06-21,Second Class,C0213
ORD-04170,2022-01-11,2022-01-18,Standard Class,C0304
ORD-04171,2022-01-26,2022-02-01,Standard Class,C0255
ORD-04172,2024-08-14,2024-08-17,First Class,C0091
ORD-04173,2023-02-25,2023-02-27,Same Day,C0484
ORD-04174,2023-05-11,2023-05-14,First Class,C0385
ORD-04175,2022-08-25,2022-08-27,First Class,C0193
ORD-04176,2024-10-05,2024-10-08,Standard Class,C0253
ORD-04177,2022-08-07,2022-08-11,Same Day,C0278
ORD-04178,2023-04-06,2023-04-09,Standard Class,C0143
ORD-04179,2023-10-25,2023-10-28,Standard Class,C0244
ORD-04180,2023-09-27,2023-09-29,First Class,C0212
ORD-04181,2024-09-16,2024-09-19,Standard Class,C0195
ORD-04182,2022-07-08,2022-07-11,Standard Class,C0270
ORD-04183,2022-09-12,2022-09-15,Standard Class,C0329
ORD-04184,2022-03-09,2022-03-13,Standard Class,C0019
ORD-04185,2023-09-08,2023-09-12,Standard Class,C0040
ORD-04186,2022-12-02,2022-12-05,Standard Class,C0098
ORD-04187,2023-11-02,2023-11-05,Standard Class,C0004
ORD-04188,2024-03-31,2024-04-02,Standard Class,C0033
ORD-04189,2024-05-23,2024-05-24,Standard Class,C0299
ORD-04190,2022-10-27,2022-10-31,Standard Class,C0165
ORD-04191,2022-12-23,2022-12-25,First Class,C0450
ORD-04192,2022-09-13,2022-09-17,Standard Class,C0027
ORD-04193,2024-10-04,2024-10-08,First Class,C0173
ORD-04194,2022-12-19,2022-12-25,Standard Class,C0337
ORD-04195,2023-06-08,2023-06-14,Standard Class,C0113
ORD-04196,2024-08-07,2024-08-08,Standard Class,C0434
ORD-04197,2024-01-26,2024-02-02,Standard Class,C0373
ORD-04198,2022-10-11,2022-10-15,Standard Class,C0380
ORD-04199,2022-04-09,2022-04-13,Standard Class,C0095
ORD-04200,2022-07-16,2022-07-17,Standard Class,C0319
ORD-04201,2023-04-27,2023-05-02,Standard Class,C0233
ORD-04202,2024-05-27,2024-05-29,Second Class,C0134
ORD-04203,2023-09-07,2023-09-12,Same Day,C0124
ORD-04204,2023-09-10,2023-09-11,Standard Class,C0372
ORD-04205,2023-01-03,2023-01-07,Second Class,C0351
ORD-04206,2023-07-24,2023-07-27,Second Class,C0323
ORD-04207,2023-08-13,2023-08-15,Standard Class,C0488
ORD-04208,2024-12-01,2024-12-03,First Class,C0451
ORD-04209,2023-02-26,2023-03-01,Same Day,C0353
ORD-04210,2024-04-15,2024-04-17,Standard Class,C0116
ORD-04211,2023-06-29,2023-07-02,Second Class,C0443
ORD-04212,2022-03-12,2022-03-16,Second Class,C0013
ORD-04213,2024-02-07,2024-02-12,Standard Class,C0405
ORD-04214,2022-11-03,2022-11-07,Standard Class,C0320
ORD-04215,2023-01-12,2023-01-14,First Class,C0165
ORD-04216,2023-10-17,2023-10-20,Second Class,C0208
ORD-04217,2023-11-09,2023-11-11,Standard Class,C0085
ORD-04218,2023-02-03,2023-02-09,Standard Class,C0248
ORD-04219,2022-08-09,2022-08-14,First Class,C0432
ORD-04220,2022-07-01,2022-07-04,Standard Class,C0056
ORD-04221,2022-11-03,2022-11-05,Second Class,C0172
ORD-04222,2023-06-06,2023-06-11,Standard Class,C0141
ORD-04223,2024-10-10,2024-10-15,Standard Class,C0132
ORD-04224,2022-01-04,2022-01-09,Standard Class,C0479
ORD-04225,2024-05-12,2024-05-17,Standard Class,C0201
ORD-04226,2024-04-27,2024-04-30,Standard Class,C0368
ORD-04227,2024-03-14,2024-03-16,Standard Class,C0289
ORD-04228,2022-08-03,2022-08-06,Second Class,C0421
ORD-04229,2024-08-29,2024-09-01,Standard Class,C0309
ORD-04230,2022-04-11,2022-04-14,Second Class,C0357
ORD-04231,2024-08-20,2024-08-23,Standard Class,C0408
ORD-04232,2023-07-27,2023-07-29,Standard Class,C0345
ORD-04233,2023-10-20,2023-10-23,Standard Class,C0179
ORD-04234,2024-07-27,2024-07-30,Standard Class,C0425
ORD-04235,2024-12-22,2024-12-24,Same Day,C0029
ORD-04236,2022-08-14,2022-08-17,Second Class,C0443
ORD-04237,2022-04-15,2022-04-20,Standard Class,C0424
ORD-04238,2024-02-11,2024-02-16,Second Class,C0307
ORD-04239,2023-03-05,2023-03-08,Standard Class,C0306
ORD-04240,2023-03-10,2023-03-13,Standard Class,C0367
ORD-04241,2024-11-17,2024-11-18,Standard Class,C0036
ORD-04242,2023-11-13,2023-11-17,Second Class,C0463
ORD-04243,2023-08-11,2023-08-14,Standard Class,C0109
ORD-04244,2024-12-28,2024-12-31,First Class,C0316
ORD-04245,2024-05-15,2024-05-20,Standard Class,C0146
ORD-04246,2024-01-16,2024-01-19,Standard Class,C0276
ORD-04247,2024-05-13,2024-05-14,Same Day,C0389
ORD-04248,2023-01-03,2023-01-05,Standard Class,C0146
ORD-04249,2022-09-08,2022-09-11,First Class,C0380
ORD-04250,2024-05-08,2024-05-11,First Class,C0168
ORD-04251,2024-05-05,2024-05-10,First Class,C0257
ORD-04252,2023-07-15,2023-07-18,Standard Class,C0275
ORD-04253,2022-10-21,2022-10-25,Standard Class,C0087
ORD-04254,2024-07-07,2024-07-10,Second Class,C0154
ORD-04255,2023-03-09,2023-03-12,Standard Class,C0497
ORD-04256,2022-02-28,2022-03-03,Standard Class,C0285
ORD-04257,2024-08-26,2024-08-29,Standard Class,C0315
ORD-04258,2024-04-15,2024-04-18,Standard Class,C0319
ORD-04259,2022-07-18,2022-07-20,Standard Class,C0098
ORD-04260,2022-08-03,2022-08-08,Standard Class,C0211
ORD-04261,2024-06-16,2024-06-19,Standard Class,C0446
ORD-04262,2023-04-17,2023-04-19,Standard Class,C0048
ORD-04263,2022-09-04,2022-09-06,Standard Class,C0318
ORD-04264,2023-01-17,2023-01-18,Second Class,C0274
ORD-04265,2024-09-17,2024-09-20,Second Class,C0194
ORD-04266,2024-07-15,2024-07-17,Standard Class,C0252
ORD-04267,2023-07-14,2023-07-15,Standard Class,C0283
ORD-04268,2024-12-10,2024-12-13,Standard Class,C0262
ORD-04269,2023-11-20,2023-11-24,Standard Class,C0487
ORD-04270,2023-01-15,2023-01-17,First Class,C0454
ORD-04271,2023-04-19,2023-04-22,Second Class,C0443
ORD-04272,2023-11-28,2023-12-02,First Class,C0262
ORD-04273,2024-06-29,2024-07-06,Standard Class,C0031
ORD-04274,2024-08-17,2024-08-21,Standard Class,C0105
ORD-04275,2023-04-23,2023-04-25,Second Class,C0488
ORD-04276,2024-09-30,2024-10-04,Standard Class,C0350
ORD-04277,2024-07-14,2024-07-17,Standard Class,C0312
ORD-04278,2023-12-08,2023-12-10,Standard Class,C0438
ORD-04279,2024-05-03,2024-05-08,Standard Class,C0469
ORD-04280,2024-10-13,2024-10-16,Standard Class,C0169
ORD-04281,2024-01-24,2024-01-30,Standard Class,C0236
ORD-04282,2023-05-18,2023-05-22,Second Class,C0274
ORD-04283,2024-03-27,2024-03-31,Same Day,C0343
ORD-04284,2023-08-11,2023-08-15,Standard Class,C0230
ORD-04285,2023-12-09,2023-12-12,Standard Class,C0023
ORD-04286,2024-12-03,2024-12-06,Standard Class,C0476
ORD-04287,2022-07-26,2022-07-31,First Class,C0164
ORD-04288,2022-05-31,2022-06-04,Standard Class,C0281
ORD-04289,2023-10-30,2023-11-04,First Class,C0007
ORD-04290,2023-06-12,2023-06-17,Standard Class,C0210
ORD-04291,2022-06-14,2022-06-21,First Class,C0253
ORD-04292,2024-07-05,2024-07-09,Standard Class,C0404
ORD-04293,2024-10-06,2024-10-09,Standard Class,C0133
ORD-04294,2022-02-06,2022-02-08,Standard Class,C0274
ORD-04295,2022-11-29,2022-12-03,Standard Class,C0106
ORD-04296,2023-02-07,2023-02-09,First Class,C0232
ORD-04297,2023-02-18,2023-02-20,Second Class,C0033
ORD-04298,2022-02-14,2022-02-16,Standard Class,C0079
ORD-04299,2022-07-25,2022-07-30,Same Day,C0035
ORD-04300,2022-03-03,2022-03-08,Standard Class,C0495
ORD-04301,2023-02-24,2023-02-28,Same Day,C0110
ORD-04302,2024-05-17,2024-05-20,Standard Class,C0321
ORD-04303,2024-03-30,2024-04-03,First Class,C0063
ORD-04304,2022-01-19,2022-01-23,Standard Class,C0469
ORD-04305,2022-12-31,2023-01-03,Standard Class,C0328
ORD-04306,2024-10-27,2024-10-30,Standard Class,C0455
ORD-04307,2023-03-04,2023-03-07,Standard Class,C0297
ORD-04308,2023-08-03,2023-08-06,Standard Class,C0178
ORD-04309,2023-06-30,2023-07-04,Standard Class,C0384
ORD-04310,2022-11-21,2022-11-24,Same Day,C0364
ORD-04311,2022-02-24,2022-03-02,Same Day,C0232
ORD-04312,2024-02-17,2024-02-19,Same Day,C0104
ORD-04313,2024-09-18,2024-09-21,Same Day,C0414
ORD-04314,2022-02-11,2022-02-14,Second Class,C0294
ORD-04315,2022-08-19,2022-08-20,Same Day,C0035
ORD-04316,2023-03-29,2023-04-01,First Class,C0194
ORD-04317,2023-01-29,2023-01-31,Standard Class,C0174
ORD-04318,2023-11-22,2023-11-25,Second Class,C0392
ORD-04319,2023-01-27,2023-01-30,First Class,C0102
ORD-04320,2023-08-27,2023-08-31,Second Class,C0324
ORD-04321,2024-05-30,2024-06-02,Standard Class,C0293
ORD-04322,2022-03-26,2022-03-28,Standard Class,C0085
ORD-04323,2024-11-19,2024-11-23,First Class,C0397
ORD-04324,2022-02-18,2022-02-20,Same Day,C0201
ORD-04325,2022-03-10,2022-03-15,Standard Class,C0173
ORD-04326,2024-12-17,2024-12-23,Standard Class,C0029
ORD-04327,2023-11-28,2023-12-01,Standard Class,C0297
ORD-04328,2023-04-24,2023-04-30,Standard Class,C0056
ORD-04329,2024-03-30,2024-04-03,Standard Class,C0472
ORD-04330,2022-05-27,2022-06-02,Second Class,C0016
ORD-04331,2024-10-12,2024-10-16,Same Day,C0140
ORD-04332,2023-09-01,2023-09-03,Second Class,C0066
ORD-04333,2023-03-22,2023-03-27,Standard Class,C0446
ORD-04334,2022-08-09,2022-08-11,First Class,C0147
ORD-04335,2022-04-05,2022-04-07,Standard Class,C0158
ORD-04336,2022-09-19,2022-09-21,Standard Class,C0400
ORD-04337,2024-06-15,2024-06-18,Standard Class,C0472
ORD-04338,2024-12-30,2025-01-02,Second Class,C0397
ORD-04339,2022-08-07,2022-08-11,First Class,C0069
ORD-04340,2022-04-02,2022-04-08,First Class,C0023
ORD-04341,2022-05-07,2022-05-09,Standard Class,C0190
ORD-04342,2022-03-21,2022-03-27,Standard Class,C0248
ORD-04343,2024-09-09,2024-09-15,Standard Class,C0486
ORD-04344,2024-07-04,2024-07-06,Second Class,C0415
ORD-04345,2023-05-01,2023-05-04,Second Class,C0309
ORD-04346,2023-11-25,2023-11-30,Standard Class,C0376
ORD-04347,2022-01-25,2022-01-29,Standard Class,C0145
ORD-04348,2022-06-05,2022-06-09,Same Day,C0384
ORD-04349,2023-09-24,2023-09-28,First Class,C0305
ORD-04350,2024-12-16,2024-12-19,Standard Class,C0177
ORD-04351,2022-01-19,2022-01-20,Second Class,C0195
ORD-04352,2022-08-25,2022-08-28,Second Class,C0410
ORD-04353,2022-10-04,2022-10-05,Standard Class,C0013
ORD-04354,2024-01-15,2024-01-19,Standard Class,C0364
ORD-04355,2023-07-06,2023-07-11,Standard Class,C0166
ORD-04356,2023-10-01,2023-10-04,Standard Class,C0150
ORD-04357,2022-08-25,2022-09-01,Second Class,C0341
ORD-04358,2024-09-24,2024-09-27,Standard Class,C0413
ORD-04359,2022-02-24,2022-02-28,Standard Class,C0045
ORD-04360,2023-11-15,2023-11-19,Standard Class,C0174
ORD-04361,2022-04-19,2022-04-26,Standard Class,C0167
ORD-04362,2023-01-08,2023-01-12,Second Class,C0197
ORD-04363,2024-08-30,2024-09-01,Standard Class,C0206
ORD-04364,2022-07-20,2022-07-26,Standard Class,C0082
ORD-04365,2024-04-28,2024-05-02,Same Day,C0068
ORD-04366,2023-05-24,2023-05-26,Standard Class,C0097
ORD-04367,2022-10-02,2022-10-06,Second Class,C0167
ORD-04368,2022-07-30,2022-08-04,Standard Class,C0404
ORD-04369,2023-05-19,2023-05-22,First Class,C0077
ORD-04370,2023-12-04,2023-12-07,First Class,C0484
ORD-04371,2022-02-11,2022-02-16,Standard Class,C0237
ORD-04372,2022-11-11,2022-11-15,Second Class,C0196
ORD-04373,2024-02-27,2024-03-01,Standard Class,C0291
ORD-04374,2022-11-25,2022-11-27,Same Day,C0136
ORD-04375,2024-11-06,2024-11-08,Standard Class,C0308
ORD-04376,2022-10-10,2022-10-14,First Class,C0296
ORD-04377,2024-07-31,2024-08-05,Standard Class,C0377
ORD-04378,2022-09-15,2022-09-17,Second Class,C0369
ORD-04379,2023-07-29,2023-08-01,Same Day,C0367
ORD-04380,2023-07-28,2023-07-30,First Class,C0036
ORD-04381,2023-09-04,2023-09-08,Standard Class,C0390
ORD-04382,2024-11-08,2024-11-09,Standard Class,C0248
ORD-04383,2024-04-16,2024-04-17,Standard Class,C0254
ORD-04384,2023-02-27,2023-02-28,Standard Class,C0214
ORD-04385,2024-01-28,2024-02-01,Standard Class,C0252
ORD-04386,2024-02-02,2024-02-05,Standard Class,C0070
ORD-04387,2023-02-28,2023-03-02,Standard Class,C0234
ORD-04388,2023-03-05,2023-03-11,Standard Class,C0484
ORD-04389,2022-07-23,2022-07-25,Standard Class,C0329
ORD-04390,2022-07-15,2022-07-18,Standard Class,C0016
ORD-04391,2023-12-29,2024-01-04,Standard Class,C0487
ORD-04392,2022-10-12,2022-10-15,Second Class,C0174
ORD-04393,2022-07-15,2022-07-18,Standard Class,C0187
ORD-04394,2022-11-03,2022-11-05,Standard Class,C0294
ORD-04395,2022-01-14,2022-01-18,Standard Class,C0225
ORD-04396,2024-12-16,2024-12-19,Standard Class,C0274
ORD-04397,2023-12-24,2023-12-29,Second Class,C0012
ORD-04398,2024-02-19,2024-02-21,Standard Class,C0310
ORD-04399,2023-06-13,2023-06-16,Standard Class,C0219
ORD-04400,2024-03-08,2024-03-12,First Class,C0431
ORD-04401,2022-12-10,2022-12-17,Same Day,C0001
ORD-04402,2022-07-28,2022-07-30,Standard Class,C0399
ORD-04403,2023-10-03,2023-10-08,Standard Class,C0111
ORD-04404,2022-09-09,2022-09-12,Standard Class,C0475
ORD-04405,2022-09-28,2022-10-01,Standard Class,C0464
ORD-04406,2024-07-08,2024-07-10,Standard Class,C0277
ORD-04407,2023-02-23,2023-02-27,Second Class,C0129
ORD-04408,2024-03-05,2024-03-08,Standard Class,C0093
ORD-04409,2023-12-26,2023-12-29,First Class,C0451
ORD-04410,2023-03-09,2023-03-10,Standard Class,C0396
ORD-04411,2022-04-19,2022-04-21,Standard Class,C0380
ORD-04412,2023-10-03,2023-10-09,Second Class,C0412
ORD-04413,2024-12-06,2024-12-13,Standard Class,C0039
ORD-04414,2023-01-14,2023-01-18,Standard Class,C0421
ORD-04415,2024-08-15,2024-08-17,Standard Class,C0479
ORD-04416,2022-04-13,2022-04-16,Standard Class,C0316
ORD-04417,2024-06-10,2024-06-14,Standard Class,C0159
ORD-04418,2024-05-03,2024-05-09,Standard Class,C0186
ORD-04419,2024-11-16,2024-11-19,Standard Class,C0481
ORD-04420,2023-06-14,2023-06-19,Standard Class,C0353
ORD-04421,2023-11-10,2023-11-17,Same Day,C0256
